,entities,text,created_at,id,public_metrics,context_annotations
294,"{'mentions': [{'start': 0, 'end': 12, 'username': 'MagicMagnus'}], 'annotations': [{'start': 68, 'end': 70, 'probability': 0.3966, 'type': 'Organization', 'normalized_text': 'PCR'}]}",@magicmagnus trying to use these antibody tests to outright replace PCR doesn't make sense. they measure different things on different timescales.,2020-03-26T21:49:15.000Z,1243293967778635776,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",
295,,reminder for those following recently: these tests are for IgG/IgM antibodies which can take days/weeks after an infection to show. trying to estimate # ppl that had c19 without symptoms. can help better est total infected pop + adjusted (true) ICU/fatality rates + growth curve,2020-03-26T19:32:23.000Z,1243259523541995520,"{'retweet_count': 3, 'reply_count': 5, 'like_count': 38, 'quote_count': 1}",
296,"{'mentions': [{'start': 3, 'end': 13, 'username': 'bathybius'}, {'start': 15, 'end': 25, 'username': 'friedberg'}]}",RT @bathybius: @friedberg People are going to misunderstand “no one has tested positive.” The test indicates whether someone was sick a wee…,2020-03-26T19:28:24.000Z,1243258518888562688,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
297,"{'mentions': [{'start': 0, 'end': 16, 'username': 'thetrippinchimp'}]}","@thetrippinchimp i have several times already - wondfo. u need a chinese contact to track down. not available for retail purchase, only bulk. they are trying to move 1m+ kit orders. this is not useful for individual testing. it's somewhat useful for population testing like we are trying now",2020-03-26T19:27:59.000Z,1243258415196950528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
298,,"observations: 1) everyone REALLY wants a c19 Ab test. im getting lots of emails.. Testing FOMO is real! 2) everyone THINKS they had c19 and has a story to go with it. EVERYONE 3) so far, no one has tested positive",2020-03-26T19:18:37.000Z,1243256057712930822,"{'retweet_count': 12, 'reply_count': 13, 'like_count': 129, 'quote_count': 3}",
299,"{'mentions': [{'start': 0, 'end': 10, 'username': 'danyoonmd'}]}",@danyoonmd only positives i’m seeing are known pcr positive,2020-03-26T17:34:41.000Z,1243229903354355712,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
300,,"fyi delay appears likely. pcr+ person was neg across 2 IgM tests yday. excerpt from paper suggesting why: 
“Seroconversion in 173 patients appeared for Ab, IgM, &amp; IgG in 11, 12, &amp; 14 days. Presence of antibodies was &lt;40% in first 7d &amp; then rapidly increased to 100%, 94%, &amp; 80%",2020-03-26T17:31:22.000Z,1243229068276813824,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 16, 'quote_count': 0}",
301,"{'mentions': [{'start': 0, 'end': 7, 'username': 'eoghan'}]}",@eoghan first batch will be 1800,2020-03-26T17:29:53.000Z,1243228695973613569,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",
302,"{'mentions': [{'start': 0, 'end': 6, 'username': 'icalQ'}]}",@icalQ we are measuring antibodies not active infections. is that what your tests aim to do as well?,2020-03-26T17:22:03.000Z,1243226723598110721,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
303,,"thus far, over 100 IgG and IgM test results show no asymptomatic positives in bay area. the only positives we’ve seen are known c19 infections (the test DOES work). broad geography and age bands. new tests being validated and start going out today.",2020-03-26T17:19:23.000Z,1243226051515281409,"{'retweet_count': 31, 'reply_count': 19, 'like_count': 200, 'quote_count': 7}","[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1045046778876153856', 'name': 'Going Out', 'description': 'This entity tracks all conversations about going out.'}}]"
304,"{'mentions': [{'start': 3, 'end': 18, 'username': 'davidasinclair'}, {'start': 29, 'end': 39, 'username': 'Baric_Lab'}], 'hashtags': [{'start': 47, 'end': 61, 'tag': 'coronaviruses'}]}","RT @davidasinclair: In 2015, @Baric_Lab wrote: #coronaviruses with bat spike proteins replicate efficiently in human airway cells &amp; achieve…",2020-03-26T16:41:30.000Z,1243216519942647808,"{'retweet_count': 127, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
305,"{'mentions': [{'start': 0, 'end': 9, 'username': 'AeonCoin'}]}",@AeonCoin this is not about frito lay. its a harbinger on things to come,2020-03-25T23:19:46.000Z,1242954357433200640,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",
306,"{'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/HZMRcxJpv6', 'expanded_url': 'https://twitter.com/businessinsider/status/1242927975005327368?s=21', 'display_url': 'twitter.com/businessinside…'}], 'annotations': [{'start': 43, 'end': 44, 'probability': 0.4008, 'type': 'Organization', 'normalized_text': 'CA'}]}","amzn shut 6 warehouses yday, fritolay shut CA facility today, others closing over worker safety. if we don’t act now to keep food facilities safe/open, we will see rationing/panic soon. governors must act to make food worker safety as high priority as HCW https://t.co/HZMRcxJpv6",2020-03-25T22:33:04.000Z,1242942603210833920,"{'retweet_count': 6, 'reply_count': 4, 'like_count': 38, 'quote_count': 2}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
307,"{'mentions': [{'start': 0, 'end': 11, 'username': 'jimrandomh'}]}","@jimrandomh yes, and excluding people looking to ""get tested""",2020-03-25T17:53:50.000Z,1242872333125038080,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",
308,"{'mentions': [{'start': 0, 'end': 7, 'username': 'Aluirl'}]}",@Aluirl where are you based?,2020-03-25T15:53:13.000Z,1242841978288537603,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
309,,"6) some tests are IgG, IgM, or both.. the data is mixed - trying to figure out whether to filter. 
7) this is all changing in real-time as new tests hit market and accessibility changes, will keep you posted. hope to share first data later today",2020-03-25T15:46:13.000Z,1242840216592773121,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 16, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10041046264', 'name': 'First Data'}}]"
310,"{'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/FgYSWYU2cG', 'expanded_url': 'https://twitter.com/friedberg/status/1242840214755672070/photo/1', 'display_url': 'pic.twitter.com/FgYSWYU2cG'}]}","5) several test providers were sourced, we then did control sample testing with known c19 patients to confirm quality (hard to control for known non-positives); diligence done on test provider. here is report on specificity/sensitivity of test from a chinese provider https://t.co/FgYSWYU2cG",2020-03-25T15:46:12.000Z,1242840214755672070,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}",
311,,"3) test-takers self-administer and self-report using a google form, answering questions about age, sex, zip code, and recent health (there is obvious risk to self-reporting)
4) being currently sick (thinking you have c19/seeking a test) or having had c19 are exclusion criteria",2020-03-25T15:46:12.000Z,1242840214004879360,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}]"
312,,"comments on serological testing effort:
1) aim is to get a geographically/demographically diverse data set, representing bay area pop
2) bulk kits delivered to volunteers who then deliver (via uber) tests to volunteer test-takers (preserve shelter-in-place/no person-to-person)",2020-03-25T15:46:12.000Z,1242840213254074371,"{'retweet_count': 2, 'reply_count': 12, 'like_count': 31, 'quote_count': 3}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597251964928', 'name': 'Car Rental/Sharing'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040709681', 'name': 'Uber'}}]"
313,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/xnRAq834NO', 'expanded_url': 'https://www.wsj.com/articles/is-the-coronavirus-as-deadly-as-they-say-11585088464?emailToken=5fd592804b690ffe73bf252fc86c4366tew7KHkcT2dgiEqeEMifsGMaEjEBAMVZykokTLIHqHTnD1ut5rzhbaXXrmvZ2rbb0LbJ6JqPvjapSxmD2dqhNFm6MSBEFmf9RX7wvVteghI%3D&reflink=article_copyURL_share', 'display_url': 'wsj.com/articles/is-th…', 'status': 200, 'unwound_url': 'https://www.wsj.com/articles/is-the-coronavirus-as-deadly-as-they-say-11585088464?emailToken=5fd592804b690ffe73bf252fc86c4366tew7KHkcT2dgiEqeEMifsGMaEjEBAMVZykokTLIHqHTnD1ut5rzhbaXXrmvZ2rbb0LbJ6JqPvjapSxmD2dqhNFm6MSBEFmf9RX7wvVteghI%3D&reflink=article_copyURL_share'}]}",this is why we’re doing serological testing... https://t.co/xnRAq834NO,2020-03-25T15:19:49.000Z,1242833572752289792,"{'retweet_count': 10, 'reply_count': 8, 'like_count': 44, 'quote_count': 0}",
314,"{'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/paCi65owvA', 'expanded_url': 'https://twitter.com/friedberg/status/1242829728131637248/photo/1', 'display_url': 'pic.twitter.com/paCi65owvA'}], 'annotations': [{'start': 108, 'end': 112, 'probability': 0.9212, 'type': 'Place', 'normalized_text': 'china'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'Saeglopur89'}, {'start': 13, 'end': 28, 'username': 'criticalthort1'}]}",@Saeglopur89 @criticalthort1 we did a lot of research on this. yes there are several scam test producers in china w bogus results. there are two validated test producers that have the following characteristics (see image). we also tested locally against controls to confirm https://t.co/paCi65owvA,2020-03-25T15:04:32.000Z,1242829728131637248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
315,"{'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/ftbNU6BNfU', 'expanded_url': 'http://raybiotech.com', 'display_url': 'raybiotech.com'}], 'annotations': [{'start': 150, 'end': 154, 'probability': 0.919, 'type': 'Place', 'normalized_text': 'china'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'KarateMc4w350m3'}, {'start': 17, 'end': 28, 'username': 'MikeSylvan'}, {'start': 29, 'end': 40, 'username': 'DavidSacks'}]}",@KarateMc4w350m3 @MikeSylvan @DavidSacks i gave it to him. i bought them from https://t.co/ftbNU6BNfU.. better/cheaper options direct from factory in china that is supplying them to govt agencies around the world. a person who knows that market and speaks mandarin helped procure them. these will soon be everywhere,2020-03-25T03:54:16.000Z,1242661050975019008,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
316,,"sorry, to be clear, not carriers of the virus, carriers of the antibodies - i.e. had the virus and did not know (and are now likely now immune)",2020-03-25T03:28:17.000Z,1242654509253287938,"{'retweet_count': 3, 'reply_count': 10, 'like_count': 72, 'quote_count': 1}",
317,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Venice_Wes'}]}",@Venice_Wes if this works i want to crowdsource capital and purchase 1m+ test kits and get out to every affected area,2020-03-25T01:58:00.000Z,1242631789228609541,"{'retweet_count': 7, 'reply_count': 16, 'like_count': 144, 'quote_count': 1}",
318,"{'mentions': [{'start': 0, 'end': 10, 'username': 'bathybius'}]}",@bathybius yes looks like it was an aberration going down. really sad,2020-03-25T01:57:03.000Z,1242631549608067073,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
319,"{'urls': [{'start': 213, 'end': 236, 'url': 'https://t.co/AVJcH0PSTa', 'expanded_url': 'https://twitter.com/friedberg/status/1242628905950777345/photo/1', 'display_url': 'pic.twitter.com/AVJcH0PSTa'}]}","have been working to validate tests. here is a known coronavirus patient demonstrating that test works - IgG on left, IgM on right. this person tested positive with PCR 5 days ago. IgM clearly visible. IgG faint. https://t.co/AVJcH0PSTa",2020-03-25T01:46:32.000Z,1242628905950777345,"{'retweet_count': 8, 'reply_count': 16, 'like_count': 88, 'quote_count': 3}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
320,"{'annotations': [{'start': 45, 'end': 46, 'probability': 0.8111, 'type': 'Place', 'normalized_text': 'US'}, {'start': 48, 'end': 52, 'probability': 0.4367, 'type': 'Place', 'normalized_text': 'China'}, {'start': 59, 'end': 61, 'probability': 0.7835, 'type': 'Organization', 'normalized_text': 'FDA'}, {'start': 146, 'end': 151, 'probability': 0.5005, 'type': 'Place', 'normalized_text': 'SF Bay'}]}","i’ve bought serological IgG/M test kits from US/China. not FDA approved, or being used, for diagnostics. distributing to random volunteers around SF Bay to self-administer/report. trying to find rate of positive asymptomatic carriers in gen pop. will publish data in real-time..",2020-03-25T01:46:31.000Z,1242628898887630848,"{'retweet_count': 123, 'reply_count': 100, 'like_count': 915, 'quote_count': 26}",
321,"{'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/RennG3Kuv3', 'expanded_url': 'https://www.ft.com/content/5ff6469a-6dd8-11ea-89df-41bea055720b', 'display_url': 'ft.com/content/5ff646…'}]}",oxford or imperial? these models can be run any numbers of ways... data is needed to validate. https://t.co/RennG3Kuv3,2020-03-25T00:29:01.000Z,1242609396200271872,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",
322,"{'mentions': [{'start': 0, 'end': 8, 'username': 'WNewsom'}, {'start': 9, 'end': 23, 'username': 'leoromanovsky'}]}",@WNewsom @leoromanovsky Guanghzhou Wondfo Biotech Co Ltd (public company),2020-03-24T21:43:41.000Z,1242567790210379777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847529984717537280', 'name': 'Biotech & biomedical', 'description': 'Biotech and biomedical'}}]"
323,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Lukester00'}]}",@Lukester00 Guanghzhou Wondfo Biotech Co Ltd (public company),2020-03-24T21:43:20.000Z,1242567700871708672,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 1}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847529984717537280', 'name': 'Biotech & biomedical', 'description': 'Biotech and biomedical'}}]"
324,"{'urls': [{'start': 193, 'end': 216, 'url': 'https://t.co/ytSc3m9llJ', 'expanded_url': 'https://www.nature.com/articles/d41587-020-00010-2', 'display_url': 'nature.com/articles/d4158…'}], 'annotations': [{'start': 133, 'end': 135, 'probability': 0.3843, 'type': 'Organization', 'normalized_text': 'PCR'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'martinkohatsu'}, {'start': 15, 'end': 26, 'username': 'martinvars'}]}","@martinkohatsu @martinvars this article indicates at least one approved test. my understanding is govt action is primarily swabs for PCR, but there are smaller labs and point-of-care efforts?  https://t.co/ytSc3m9llJ",2020-03-24T21:42:38.000Z,1242567523351924736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
325,"{'mentions': [{'start': 0, 'end': 12, 'username': 'davidmarcus'}]}","@davidmarcus the utility of testing can be expanded with these new tests.. not just measuring active infection but finding out who had it, who has immunity, etc. also high rate of positives with IgM starting 5 days after infection",2020-03-24T21:01:12.000Z,1242557098975625216,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 16, 'quote_count': 0}",
326,"{'annotations': [{'start': 21, 'end': 25, 'probability': 0.98, 'type': 'Place', 'normalized_text': 'china'}, {'start': 128, 'end': 134, 'probability': 0.4754, 'type': 'Place', 'normalized_text': 'Aus,Ger'}, {'start': 155, 'end': 156, 'probability': 0.8068, 'type': 'Place', 'normalized_text': 'US'}, {'start': 172, 'end': 176, 'probability': 0.9864, 'type': 'Place', 'normalized_text': 'China'}]}","there's a factory in china makes 1M IgG/IgM point-of-care test kits PER DAY. approved by WHO, 10 min results, no lab, in use in Aus,Ger,Kor. why won't the US govt buy from China? we are now using Defense Production Act to make only 60k tests?!",2020-03-24T20:47:24.000Z,1242553626217725952,"{'retweet_count': 54, 'reply_count': 22, 'like_count': 251, 'quote_count': 9}",
327,"{'urls': [{'start': 159, 'end': 182, 'url': 'https://t.co/BnSdiSj55T', 'expanded_url': 'https://en.m.wikipedia.org/wiki/2009_flu_pandemic', 'display_url': 'en.m.wikipedia.org/wiki/2009_flu_…'}]}",August 2011 paper estimated 1.2B people has been infected by the virus with the vast majority asymptomatic and a case fatality rate close to the seasonal flu. https://t.co/BnSdiSj55T,2020-03-24T08:06:12.000Z,1242362061927010304,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 2}",
328,"{'annotations': [{'start': 51, 'end': 59, 'probability': 0.4058, 'type': 'Other', 'normalized_text': 'Swine Flu'}]}","July 2010 Statistics from WHO showed 18k dead from Swine Flu. Sep 2010 study showed that ""the risk of most serious complications was not elevated in adults or children."" ..",2020-03-24T08:06:12.000Z,1242362061218177024,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
329,"{'annotations': [{'start': 5, 'end': 9, 'probability': 0.9614, 'type': 'Person', 'normalized_text': 'Obama'}, {'start': 215, 'end': 219, 'probability': 0.9934, 'type': 'Place', 'normalized_text': 'India'}]}",7/9: Obama Warns of Return of Flu in Fall 7/14: Swine Flu is Confirmed in 64 Cadets at the Air Force Academy 8/5: Quick Tests for the Swine Flu Found Often Inaccurate 8/12: Swine Flu Rattles Nerves as it Spreads in India ..,2020-03-24T08:06:11.000Z,1242362060559642625,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '942792080052576256', 'name': 'United States Air Force', 'description': 'United States Air Force'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}]"
330,,"5/27: ‘Underlying Conditions’ May Add to Flu Worries 6/8: City Reports 8th Death Linked to Swine Flu 6/10: 12 Flu Victims Have Died and Ill May Total 550,000 6/11: WHO Raises Alert Level as Flu Spreads to 74 Countries; WHO Declares Flu Pandemic 6/13: Overburdened ERs..",2020-03-24T08:06:11.000Z,1242362059871809537,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
331,"{'annotations': [{'start': 52, 'end': 56, 'probability': 0.6424, 'type': 'Place', 'normalized_text': 'Japan'}, {'start': 162, 'end': 166, 'probability': 0.6527, 'type': 'Place', 'normalized_text': 'Japan'}]}","5/15: Mild US Cases May Exceed Official Tally 5/18: Japan Acts to Curtail Swine Flu Outbreak 5/20: More City Schools Closed by Flu 5/21: Spread of Swine Flu Puts Japan in Crisis Mode 5/26: Two More with Swine Flu Die, City Confirms ..",2020-03-24T08:06:11.000Z,1242362059225845761,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
332,,"5/4: Schools Around the Country Close to Thwart Spread of Flu; Even as Fears of Flu Spread, Mexicans feel Stigma 5/5: American, Already Ailing, Dies of Swine Flu 5/10: Two More Swine Flu Deaths ..",2020-03-24T08:06:11.000Z,1242362058533769219,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
333,"{'annotations': [{'start': 186, 'end': 197, 'probability': 0.3481, 'type': 'Organization', 'normalized_text': 'New York Lab'}]}","Emergency Rooms Fill With Record Numbers, Many Aren’t Ill, Just Afraid; President Enlists Cabinet to Prepare for Pandemic 5/3: (226 cases) LI District to Shut Down its Schools Over Flu; New York Lab Readies It’s Own Tests for the New Strain ..",2020-03-24T08:06:11.000Z,1242362057871085570,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
334,"{'annotations': [{'start': 131, 'end': 137, 'probability': 0.5835, 'type': 'Place', 'normalized_text': 'Upstate'}]}","4/30: Risk Unclear, Some Fliers Grow Skittish Over Travel 5/1: Pandemic Panic; Blaming Media Hype for Swine Flu Fears; Increase in Upstate Swine Flu Cases; Questions Linger Over the Value of a Global Illness Surveillance System ...",2020-03-24T08:06:11.000Z,1242362057095139328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
335,"{'annotations': [{'start': 27, 'end': 34, 'probability': 0.9721, 'type': 'Place', 'normalized_text': 'New York'}, {'start': 69, 'end': 70, 'probability': 0.839, 'type': 'Place', 'normalized_text': 'US'}, {'start': 149, 'end': 152, 'probability': 0.6439, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 260, 'end': 265, 'probability': 0.9947, 'type': 'Place', 'normalized_text': 'Mexico'}, {'start': 267, 'end': 271, 'probability': 0.8744, 'type': 'Place', 'normalized_text': 'Texas'}]}","4/25: Children Fall Ill in New York, Swine Flu is Likely Cause 4/26: US Declares Public Health Emergency Over Swine Flu 4/29: Mexican Child Visiting U.S. First to Die Here of Swine Flu; Containing Flu is Not Feasible Experts Say 4/30: Flu Prompts Shutdowns in Mexico/Texas ..",2020-03-24T08:06:10.000Z,1242362056335978497,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857603051657482241', 'name': 'Destinations', 'description': 'Destinations'}}]"
336,"{'annotations': [{'start': 29, 'end': 31, 'probability': 0.9073, 'type': 'Organization', 'normalized_text': 'NYT'}, {'start': 72, 'end': 75, 'probability': 0.9218, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 116, 'end': 120, 'probability': 0.8624, 'type': 'Place', 'normalized_text': 'China'}, {'start': 245, 'end': 250, 'probability': 0.9111, 'type': 'Place', 'normalized_text': 'Mexico'}]}","chronological headlines from NYT in 2009 re H1N1 pandemic.. 1/8: Flu in U.S. Found Resistant to Antiviral Drug 2/8: China logs 8th reported case of bird flu this year 2/22: Antibodies Offer a New Path for Fighting Flu 4/24: Fighting Deadly Flu, Mexico Shuts Schools ..",2020-03-24T08:06:10.000Z,1242362054222073857,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 11, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]"
337,,"“Ventilators cost $30,000 each, though models as cheap as $100 are stockpiled for pandemics.” ..  it seems everything old is new again.",2020-03-24T07:12:03.000Z,1242348434251632641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",
338,,"“You want to shift the curve to the right, blunt the peaks and squash the area under them, Blunting the peaks of new cases decreases demand on hospitals, so patients do not have to be triaged off ventilators to die because others are waiting.”..",2020-03-24T07:12:02.000Z,1242348433446293505,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",
339,,"“You cut those off and you cripple the health care system, Our global just-in-time economy means we are dependent on others. Much of our food is from overseas. A Kellogg’s Nutri-Grain bar has ingredients from nine countries in it.” ..",2020-03-24T07:12:02.000Z,1242348432787816448,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144599042', 'name': 'Snacks'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026692665', 'name': 'Nutri-Grain'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029295953', 'name': ""Kellogg's""}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '824777229892661248', 'name': 'Generic Food', 'description': 'Generic Food'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596144599042', 'name': 'Snacks'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026692665', 'name': 'Nutri-Grain'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029295953', 'name': ""Kellogg's""}}]"
340,,"“including most masks, gowns and gloves, electrical circuits for ventilators and communications gear, and pharmaceutical drugs and the raw materials to make them.”..",2020-03-24T07:12:02.000Z,1242348431974084608,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",
